observation_date,LREM25FEUSM156N
2001-05-01,73.8907105590464
2001-06-01,72.7873354333252
2001-07-01,72.3008563580546
2001-08-01,72.2939391983476
2001-09-01,73.1045387805154
2001-10-01,73.1227209655039
2001-11-01,73.0494279397764
2001-12-01,73.1383537087579
2002-01-01,72.5041946308725
2002-02-01,72.9506081233668
2002-03-01,72.8622739059706
2002-04-01,72.7177503827250
2002-05-01,72.4021842431662
2002-06-01,71.5721163910404
2002-07-01,70.8867891119231
2002-08-01,71.3353687931866
2002-09-01,72.2862925246555
2002-10-01,72.5609854020460
2002-11-01,72.3339975573697
2002-12-01,72.6951380185739
2003-01-01,72.4137379680854
2003-02-01,72.2952994390014
2003-03-01,72.6746880143170
2003-04-01,72.6475661172863
2003-05-01,72.3699126630582
2003-06-01,71.7662644448701
2003-07-01,70.9633693208095
2003-08-01,71.1894933137820
2003-09-01,71.6365605785466
2003-10-01,72.0540007004808
2003-11-01,72.1660804939765
2003-12-01,71.9350426262884
2004-01-01,71.5624800051187
2004-02-01,71.8970865713646
2004-03-01,72.0169410260508
2004-04-01,72.0735117858570
2004-05-01,72.0873010800792
2004-06-01,71.3758684021401
2004-07-01,71.0191896292985
2004-08-01,71.1139834362583
2004-09-01,71.9772857780897
2004-10-01,72.3444625147486
2004-11-01,72.4240685852695
2004-12-01,72.2863925311071
2005-01-01,71.9114367633004
2005-02-01,72.0561774494037
2005-03-01,71.9580508609440
2005-04-01,72.1355533291987
2005-05-01,72.2543628214501
2005-06-01,71.2066829717625
2005-07-01,71.0783301840354
2005-08-01,71.4083881004540
2005-09-01,72.2547386787216
2005-10-01,72.3677745550220
2005-11-01,72.3609813269136
2005-12-01,72.6033685810169
2006-01-01,72.1274337404749
2006-02-01,72.4664998257674
2006-03-01,72.4970702815697
2006-04-01,72.3325788632299
2006-05-01,72.5272986231999
2006-06-01,72.0344211209010
2006-07-01,71.7596837944664
2006-08-01,71.9671949812746
2006-09-01,72.6577800240066
2006-10-01,73.3649064645986
2006-11-01,73.1519474780632
2006-12-01,73.1424063116371
2007-01-01,72.7471731393115
2007-02-01,72.6020496513074
2007-03-01,72.8522174467482
2007-04-01,72.4569270710408
2007-05-01,72.6378881792153
2007-06-01,72.0459871349260
2007-07-01,71.4683051007260
2007-08-01,71.8979707231262
2007-09-01,72.6994394812454
2007-10-01,72.8040434482326
2007-11-01,72.9686886918308
2007-12-01,72.8401261790047
2008-01-01,72.6854477847104
2008-02-01,72.6003875297342
2008-03-01,72.8127510119226
2008-04-01,72.9741643969331
2008-05-01,72.6923682140047
2008-06-01,72.1657754010695
2008-07-01,71.4633801267036
2008-08-01,71.4276733513548
2008-09-01,72.4555696978268
2008-10-01,72.2932088578748
2008-11-01,72.1784900620630
2008-12-01,71.8864900537381
2009-01-01,71.0545397225725
2009-02-01,71.0262552400164
2009-03-01,70.7661512758680
2009-04-01,71.0158860240812
2009-05-01,70.4768959213264
2009-06-01,70.0154437720625
2009-07-01,69.4694726230231
2009-08-01,69.3901017547176
2009-09-01,69.7657935770424
2009-10-01,69.8068622199817
2009-11-01,70.2182952182952
2009-12-01,69.5133670463317
2010-01-01,69.7659349169472
2010-02-01,69.7703819592598
2010-03-01,69.6961557300637
2010-04-01,69.9393192376979
2010-05-01,69.3859496690416
2010-06-01,69.0596562184024
2010-07-01,68.1666692991739
2010-08-01,68.3583692681925
2010-09-01,69.3290583441261
2010-10-01,69.4453654146734
2010-11-01,69.5315830188977
2010-12-01,69.6555753833520
2011-01-01,69.3241807891691
2011-02-01,68.9984782195168
2011-03-01,69.4119885219652
2011-04-01,69.4032217148656
2011-05-01,69.0874524714829
2011-06-01,68.3858704261049
2011-07-01,68.1024926361131
2011-08-01,68.3167532632113
2011-09-01,69.0012518024370
2011-10-01,69.2653934543149
2011-11-01,69.1611307532542
